0.109015,0.000670,-0.000024,-0.000001,-0.000071,0.120350,0.992732
0.217697,0.033501,0.000046,-0.000111,0.000356,0.163763,0.986500
0.316283,0.069321,0.000054,-0.000126,0.000226,0.196882,0.980427
0.420370,0.117047,0.000089,-0.000049,0.000460,0.241131,0.970492
0.507600,0.167404,0.000059,-0.000088,0.000709,0.290504,0.956874
0.601785,0.242116,-0.000103,-0.000075,0.000224,0.369184,0.929356
0.678347,0.315852,-0.000063,-0.000365,0.000577,0.410218,0.911987
0.755910,0.413853,0.000030,0.000017,0.000106,0.451845,0.892096
0.815684,0.500136,-0.000021,-0.000118,0.000354,0.475392,0.879774
0.873408,0.588905,0.000006,-0.000260,0.000593,0.491876,0.870665
0.928017,0.674993,0.000096,-0.000377,0.000313,0.497619,0.867395
0.978988,0.761180,-0.000137,-0.000141,0.000092,0.504277,0.863542
1.026757,0.851038,-0.000068,0.000096,0.000189,0.513985,0.857799
1.074675,0.944310,0.000248,-0.000150,0.000249,0.508689,0.860950
1.127445,1.033913,0.000302,-0.000137,-0.000093,0.501073,0.865405
1.181300,1.123276,0.000172,-0.000065,-0.000215,0.493508,0.869741
1.235493,1.211683,0.000224,-0.000119,0.000334,0.484065,0.875032
1.290767,1.301793,0.000293,-0.000080,0.000100,0.478313,0.878190
1.347768,1.396014,0.000472,0.000191,-0.000185,0.475285,0.879832
1.403656,1.481961,0.000420,-0.000096,-0.000016,0.469046,0.883174
1.459479,1.567362,0.000162,0.000054,-0.000146,0.465132,0.885241
1.514882,1.655444,0.000075,0.000099,0.000257,0.467284,0.884107
1.583583,1.750017,0.000246,0.000092,-0.000295,0.467529,0.883978
1.645126,1.839736,0.000606,0.000168,-0.000059,0.464659,0.885490
1.697851,1.927697,0.000330,0.000189,-0.000299,0.463913,0.885881
1.760248,2.012104,0.000222,0.000052,0.000162,0.450196,0.892930
1.827861,2.088467,-0.000030,0.000029,0.000003,0.251859,0.967764
1.923463,2.135757,0.000030,0.000210,-0.000191,0.190558,0.981676
2.028808,2.172158,0.000110,0.000038,0.000238,0.141805,0.989895
2.130266,2.198926,0.000129,-0.000049,-0.000022,0.107931,0.994158
2.246871,2.221988,0.000185,0.000138,-0.000066,0.086077,0.996288
2.371307,2.238667,0.000474,0.000085,-0.000447,0.049625,0.998768
2.486447,2.245103,0.000684,0.000177,-0.000217,0.025133,0.999684
2.602933,2.244683,0.000199,0.000121,-0.000423,-0.005940,0.999982
2.706944,2.242907,0.000481,0.000100,-0.000366,-0.037956,0.999279
2.812913,2.236512,0.000292,0.000009,0.000125,-0.076059,0.997103
2.909288,2.198736,0.000003,0.000073,-0.000355,-0.338992,0.940789
2.980883,2.115049,0.000164,-0.000101,-0.000391,-0.474115,0.880463
3.034764,2.015472,0.000266,0.000153,-0.000906,-0.547151,0.837034
3.069692,1.915991,0.000475,0.000087,-0.000299,-0.585540,0.810643
3.101694,1.815601,0.000378,-0.000102,-0.000727,-0.601711,0.798714
3.127578,1.699676,0.000367,0.000228,-0.000163,-0.634401,0.773004
3.145624,1.576382,0.000288,0.000110,-0.000304,-0.658298,0.752757
3.157395,1.475043,0.000342,-0.000317,-0.000357,-0.672951,0.739687
3.166692,1.371997,0.000599,-0.000099,-0.000472,-0.683955,0.729524
3.171664,1.269601,0.000534,0.000066,-0.000399,-0.691440,0.722434
3.174182,1.165349,0.000554,-0.000044,-0.000028,-0.696184,0.717864
3.176996,1.059289,0.000574,-0.000220,-0.000265,-0.696872,0.717196
3.184582,0.936852,0.000647,-0.000245,-0.000132,-0.695758,0.718276
3.187003,0.835829,0.000459,-0.000314,0.000023,-0.696489,0.717567
3.191298,0.735828,0.000273,-0.000132,-0.000143,-0.695765,0.718269
3.195484,0.634379,0.000220,0.000247,0.000157,-0.696342,0.717710
3.198665,0.513926,0.000081,-0.000047,-0.000124,-0.691776,0.722112
3.203507,0.403705,0.000325,-0.000244,-0.000151,-0.683108,0.730318
3.209140,0.290933,0.000044,0.000255,0.000350,-0.676064,0.736843
3.220550,0.181022,0.000086,0.000271,0.000361,-0.666573,0.745440
3.233672,0.074609,0.000071,0.000346,0.000193,-0.656704,0.754148
3.227804,-0.034739,0.000074,0.000148,-0.000014,-0.726636,0.687022
3.216613,-0.147845,0.000119,-0.000162,0.000076,-0.754561,0.656229
3.197848,-0.259870,0.000151,-0.000062,-0.000170,-0.772387,0.635152
3.172011,-0.365752,0.000275,-0.000100,0.000006,-0.799242,0.601009
3.135832,-0.485238,0.000318,-0.000238,-0.000340,-0.813408,0.581694
3.102651,-0.585744,0.000525,-0.000182,-0.000144,-0.821956,0.569551
3.065972,-0.684704,0.000549,-0.000059,-0.000124,-0.828318,0.560259
3.028063,-0.780497,0.000355,-0.000088,-0.000283,-0.831622,0.555342
2.989046,-0.878035,0.000266,-0.000142,-0.000160,-0.829032,0.559201
2.949440,-0.976718,0.000459,-0.000416,-0.000155,-0.829466,0.558557
2.908154,-1.068234,0.000414,0.000110,-0.000018,-0.832873,0.553464
2.866415,-1.160045,0.000586,0.000180,-0.000206,-0.835440,0.549582
2.824352,-1.252642,0.000685,0.000060,-0.000193,-0.837587,0.546304
2.781486,-1.348384,0.000172,-0.000241,0.000016,-0.839587,0.543226
2.738861,-1.444880,0.000209,-0.000237,0.000058,-0.844649,0.535320
2.694844,-1.538045,0.000323,0.000098,0.000143,-0.848053,0.529911
2.649651,-1.628152,0.000275,0.000163,-0.000040,-0.849842,0.527038
2.598094,-1.718400,0.000070,0.000319,-0.000047,-0.860173,0.510003
2.545418,-1.807845,0.000448,0.000470,0.000082,0.870493,-0.492181
2.494830,-1.908601,0.000239,0.000109,0.000016,0.876953,-0.480576
2.447661,-2.002715,0.000372,-0.000037,0.000168,0.875834,-0.482613
2.372449,-2.073809,-0.000008,0.000142,0.000307,0.947941,-0.318446
2.287294,-2.134124,0.000066,0.000317,0.000325,0.958815,-0.284031
2.196212,-2.191624,0.000135,0.000170,0.000004,0.963804,-0.266611
2.099240,-2.248103,0.000191,0.000241,0.000325,0.968464,-0.249153
2.009870,-2.295592,0.000280,0.000455,0.000401,0.973684,-0.227902
1.896889,-2.345784,0.000285,0.000119,0.000103,0.980337,-0.197330
1.786114,-2.386806,0.000411,0.000137,-0.000134,0.986109,-0.166100
1.675725,-2.422655,0.000388,0.000423,0.000149,0.989726,-0.142975
1.558394,-2.455649,0.000361,-0.000007,0.000128,0.992099,-0.125459
1.439734,-2.486876,0.000478,0.000419,0.000224,0.993057,-0.117631
1.342492,-2.510650,0.000431,-0.000013,0.000157,0.994112,-0.108358
1.228325,-2.533781,0.000318,0.000361,0.000010,0.995023,-0.099645
1.114953,-2.553721,0.000378,0.000002,0.000195,0.995114,-0.098737
1.002014,-2.577135,0.000496,0.000054,-0.000057,0.994681,-0.103002
0.887525,-2.601345,0.000269,-0.000067,0.000191,0.993986,-0.109508
0.778218,-2.627398,0.000267,-0.000078,0.000233,0.993054,-0.117658
0.667047,-2.656053,0.000422,-0.000008,0.000103,0.992904,-0.118917
0.555532,-2.681467,0.000318,-0.000219,-0.000171,0.992815,-0.119660
0.440468,-2.708243,0.000088,0.000147,0.000000,0.992599,-0.121437
0.342394,-2.735487,-0.000120,-0.000434,-0.000124,0.992175,-0.124854
0.234192,-2.765561,0.000364,-0.000076,-0.000136,0.990950,-0.134229
0.120949,-2.796854,0.000264,0.000152,-0.000292,0.989409,-0.145152
0.007791,-2.831306,0.000161,-0.000210,-0.000095,0.987893,-0.155135
-0.102649,-2.865842,0.000217,-0.000062,-0.000055,0.986807,-0.161903
-0.209744,-2.897801,0.000312,0.000327,-0.000068,0.987129,-0.159926
-0.317291,-2.928294,0.000273,-0.000087,0.000223,0.987204,-0.159463
-0.413696,-2.957404,0.000306,0.000281,0.000186,0.987814,-0.155641
-0.509268,-2.988879,0.000078,-0.000455,-0.000095,0.989132,-0.147030
-0.615428,-3.013306,0.000026,0.000274,0.000084,0.999419,0.034083
-0.721212,-3.004354,0.000088,0.000827,-0.000005,0.999032,0.043979
-0.833331,-2.993024,0.000230,0.000734,0.000015,0.998468,0.055321
-0.949746,-2.979037,0.000465,0.000494,-0.000207,0.997811,0.066130
-1.049061,-2.963897,0.000526,0.000818,0.000084,0.996359,0.085259
-1.170889,-2.938089,0.000281,-0.000245,-0.000058,0.993448,0.114289
-1.290857,-2.903600,0.000545,0.000295,0.000272,0.989584,0.143953
-1.390474,-2.873242,0.000373,0.000109,-0.000026,0.986173,0.165719
-1.487065,-2.837660,0.000209,0.000380,-0.000035,0.983252,0.182250
-1.582861,-2.798317,0.000232,0.000364,0.000061,0.979504,0.201426
-1.680580,-2.758278,0.000330,0.000015,0.000113,0.975497,0.220014
-1.772942,-2.712404,0.000678,0.000388,-0.000043,0.973193,0.229990
-1.862749,-2.662934,0.000693,0.000629,-0.000169,0.969953,0.243291
-1.949694,-2.609895,0.000347,-0.000069,-0.000095,0.965063,0.262017
-2.056778,-2.545514,0.001032,0.000493,-0.000094,0.961085,0.276253
-2.146259,-2.490491,0.000376,0.000261,-0.000056,0.961524,0.274721
-2.231545,-2.437278,0.000339,0.000330,-0.000213,0.961452,0.274974
-2.336696,-2.371910,0.000597,-0.000027,-0.000010,0.957713,0.287727
-2.437615,-2.310356,0.000511,0.000092,0.000138,0.957486,0.288479
-2.536501,-2.243820,0.000354,0.000363,-0.000189,0.955934,0.293581
-2.634063,-2.176607,0.000121,-0.000300,0.000098,0.954822,0.297177
-2.718001,-2.112910,0.000581,0.000515,-0.000180,0.951740,0.306905
-2.805165,-2.055277,0.000000,0.000029,0.000039,0.948574,0.316557
-2.890152,-1.994223,0.000091,-0.000267,0.000161,0.943209,0.332200
-2.969646,-1.931692,0.000006,0.000112,0.000025,0.945880,0.324516
-3.010399,-1.839200,-0.000015,0.000369,-0.000209,0.723693,0.690122
-3.010646,-1.726720,0.000133,0.000605,-0.000427,0.692192,0.721713
-3.002227,-1.620749,0.000242,0.000524,-0.000310,0.665167,0.746694
-2.982574,-1.502393,0.000411,0.000382,-0.000243,0.633656,0.773615
-2.955163,-1.387206,0.000187,0.000028,-0.000116,0.602230,0.798323
-2.922737,-1.285742,0.000386,0.000097,-0.000163,0.572481,0.819918
-2.880886,-1.188210,0.000557,0.000511,-0.000256,0.537329,0.843372
-2.832264,-1.096727,0.000701,0.000763,-0.000471,0.511057,0.859546
-2.779161,-1.004210,0.000410,0.000497,-0.000417,0.483945,0.875098
-2.723848,-0.918305,0.000584,0.000528,-0.000203,0.466090,0.884737
-2.663812,-0.836724,0.000800,0.000415,-0.000032,0.452345,0.891843
-2.600222,-0.757592,0.000845,0.000267,0.000059,0.442349,0.896843
-2.537823,-0.674789,0.000708,0.000113,-0.000159,0.436406,0.899750
-2.473728,-0.593268,0.000519,0.000100,-0.000057,0.428773,0.903412
-2.407851,-0.512850,0.000465,0.000203,-0.000263,0.426074,0.904688
-2.330275,-0.418218,0.000802,0.000167,-0.000146,0.418912,0.908027
-2.265128,-0.327374,0.000268,-0.000095,0.000277,0.414799,0.909913
-2.199441,-0.246388,0.000490,0.000080,-0.000157,0.412377,0.911013
-2.133242,-0.167379,0.000257,0.000211,-0.000360,0.413772,0.910381
-2.060713,-0.094490,0.000106,0.000187,-0.000108,0.414473,0.910062
